CustomerID,Age,City,SignupDate,CustomerSegment
100198,23,Mashhad,26-06-2025,New
100199,34,Karaj,11-02-2023,Regular
100200,64,Shiraz,29-08-2023,Regular
100201,35,Tehran,11-08-2023,New
100202,61,Tehran,23-11-2024,New
100203,41,Tehran,23-09-2023,VIP
100204,51,Isfahan,03-03-2024,Regular
100205,39,Tehran,24-06-2024,Regular
100206,30,Tehran,25-03-2025,Regular
100207,54,Tehran,20-07-2024,VIP
100208,64,Rasht,27-01-2023,Regular
100209,30,Tehran,21-01-2025,New
100210,55,tehran,13-04-2024,Regular
100211,30,Isfahan,05-05-2023,VIP
100212,,Tehran,14-12-2024,Regular
100213,55,Kerman,23-10-2023,New
100214,39,Rasht,19-05-2024,VIP
100215,53,Mashhad,25-11-2025,Regular
100216,31,Isfahan,18-09-2023,Regular
100217,21,Mashhad,27-08-2025,VIP
100218,22,Tehran,23-05-2024,Regular
100219,39,Mashhad,18-10-2025,Regular
100220,61,Tehran,19-07-2025,VIP
100221,24,Tehran,30-06-2025,New
100222,39,Shiraz,15-08-2023,Regular
100223,51,Tehran,16-05-2025,Regular
100224,27,Tehran,07-02-2024,Regular
100225,52,Isfahan,23-09-2025,Regular
100226,32,Isfahan,20-12-2025,Regular
100227,56,Tehran,31-10-2024,Regular
100228,45,Tehran,26-09-2025,Regular
100229,44,Tehran,06-08-2024,New
100230,26,Tehran,07-02-2023,Regular
100231,,Qom,15-08-2025,New
100232,59,Rasht,03-08-2024,Regular
100233,18,Mashhad,18-02-2023,Regular
100234,54,Mashhad,13-03-2023,Regular
100235,41,Karaj,02-03-2025,New
100236,52,Tabriz,08-10-2025,Regular
100237,49,Tehran,02-02-2025,Regular
100238,38,,28-04-2024,VIP
100239,32,Isfahan,03-12-2023,Regular
100240,48,Shiraz,03-04-2024,Regular
100241,24,Tehran,20-12-2023,Regular
100242,,Mashhad,26-10-2023,New
100243,22,Mashhad,21-05-2023,New
100244,49,Tehran,14-09-2024,Regular
100245,48,Isfahan,28-08-2023,Regular
100246,22,Tabriz,08-06-2023,New
100247,54,Isfahan,30-10-2023,New
100248,37,Tehran,24-05-2025,Regular
100249,55,Tehran,19-09-2024,New
100250,19,Qom,21-06-2024,Regular
100251,26,Isfahan,10-10-2024,Regular
100252,41,Tehran,12-09-2024,VIP
100253,27,Tehran,28-06-2024,New
100254,33,Qom,09-07-2025,New
100255,49,Karaj,10-03-2025,New
100256,24,Ahvaz,22-07-2023,New
100257,50,Tabriz,13-06-2025,Regular
100258,22,Isfahan,11-07-2023,Regular
100259,26,Isfahan,27-03-2023,New
100260,46,Tehran,05-04-2024,VIP
100261,56,Tabriz,06-03-2024,Regular
100262,26,Shiraz,10-05-2025,New
100263,32,Tehran,31-01-2025,New
100264,62,Ahvaz,06-03-2023,Regular
100265,65,Mashhad,30-06-2024,Regular
100266,45,Tehran,20-05-2025,VIP
100267,39,Mashhad,13-03-2025,New
100268,34,Ahvaz,02-07-2024,Regular
100269,47,Rasht,05-11-2024,New
100270,46,Isfahan,07-09-2024,New
100271,32,Kerman,11-09-2023,Regular
100272,19,Ahvaz,10-09-2024,Regular
100273,25,Qom,09-01-2025,New
100274,64,Ahvaz,03-03-2023,New
100275,38,Mashhad,31-01-2025,Regular
100276,41,Karaj,01-10-2023,New
100277,40,Shiraz,09-01-2023,New
100278,55,Karaj,07-04-2025,New
100279,21,Tehran,02-03-2024,New
100280,21,Karaj,27-03-2024,Regular
100281,31,Kerman,14-11-2024,New
100282,41,Mashhad,05-09-2024,Regular
100283,50,Kerman,10-11-2024,Regular
100284,41,Mashhad,31-10-2025,New
100285,39,Tehran,14-12-2024,Regular
100286,63,Tehran,20-02-2023,New
100287,25,Qom,01-09-2023,Regular
100288,45,Shiraz,07-05-2024,Regular
100289,44,Mashhad,01-06-2024,Regular
100290,40,Tabriz,31-01-2024,Regular
100291,56,Mashhad,21-07-2023,Regular
100292,30,Isfahan,27-04-2023,Regular
100293,63,Ahvaz,08-06-2023,Regular
100294,33,Tabriz,07-11-2025,New
100295,44,Karaj,09-03-2024,New
100296,42,Shiraz,18-11-2025,New
100297,58,Kerman,02-01-2024,New
100298,39,Tehran,08-12-2023,VIP
100299,31,Tehran,20-06-2024,VIP
100300,19,Tehran,02-11-2025,New
100301,35,Shiraz,08-09-2024,VIP
100302,57,Tabriz,08-02-2023,Regular
100303,18,Karaj,25-10-2023,Regular
100304,61,Mashhad,10-12-2025,VIP
100305,44,Tehran,19-06-2023,Regular
100306,24,Tabriz,04-07-2025,Regular
100307,32,Kerman,13-10-2025,New
100308,44,Mashhad,23-08-2023,New
100309,33,Tehran,04-09-2024,VIP
100310,23,Mashhad,18-10-2024,New
100311,49,Isfahan,19-05-2025,New
100312,50,Tehran,24-05-2025,New
100313,23,Mashhad,07-03-2023,Regular
100314,31,Tabriz,16-12-2023,Regular
100315,29,Mashhad,26-10-2025,VIP
100316,49,Mashhad,23-01-2024,Regular
100317,53,Tehran,27-09-2023,Regular
100318,52,Rasht,19-11-2024,Regular
100319,63,Mashhad,02-08-2023,Regular
100320,54,Mashhad,11-06-2023,New
100321,33,Tehran,23-05-2025,New
100322,23,Tabriz,10-05-2023,Regular
100323,47,Ahvaz,02-09-2025,Regular
100324,61,Tehran,01-10-2023,Regular
100325,64,Tehran,27-04-2023,VIP
100326,29,Tehran,22-03-2025,Regular
100327,29,Tabriz,13-07-2023,New
100328,19,Rasht,06-02-2024,Regular
100329,24,Isfahan,20-01-2024,Regular
100330,44,Mashhad,09-07-2024,Regular
100331,44,Karaj,02-06-2024,New
100332,35,Karaj,03-08-2023,New
100333,32,Tehran,14-09-2023,Regular
100334,57,Tehran,01-08-2023,New
100335,40,Mashhad,02-03-2023,New
100336,56,Karaj,13-12-2024,Regular
100337,64,Karaj,30-05-2024,Regular
100338,33,Tabriz,29-04-2023,New
100339,27,Qom,29-12-2023,Regular
100340,63,Tehran,01-01-2025,New
100341,48,Mashhad,09-11-2023,Regular
100342,31,Tehran,14-03-2024,Regular
100343,47,Ahvaz,25-03-2025,Regular
100344,42,Shiraz,05-01-2025,New
100345,61,Mashhad,06-02-2025,Regular
100346,30,Tehran,22-02-2024,Regular
100347,65,Karaj,13-06-2024,Regular
100348,62,Karaj,15-07-2025,VIP
100349,26,Tabriz,13-08-2025,New
100350,25,Tehran,02-03-2023,New
100351,43,Rasht,06-07-2025,Regular
100352,20,Karaj,05-09-2025,Regular
100353,32,Tabriz,29-10-2025,New
100354,38,Tabriz,22-10-2023,New
100355,64,Rasht,02-07-2024,New
100356,65,Rasht,16-02-2023,New
100357,25,Shiraz,01-05-2023,New
100358,60,Isfahan,07-09-2024,VIP
100359,22,Mashhad,14-08-2023,New
100360,53,Qom,03-09-2023,Regular
100361,58,Tabriz,22-11-2023,New
100362,60,Tehran,17-05-2024,New
100363,28,Tehran,17-06-2023,VIP
100364,60,Rasht,28-05-2025,New
100365,23,Ahvaz,01-01-2025,New
100366,42,Kerman,16-05-2025,Regular
100367,40,Isfahan,11-10-2025,New
100368,33,Qom,19-10-2024,New
100369,19,Qom,01-02-2024,VIP
100370,55,Mashhad,06-12-2025,Regular
100371,34,Tehran,11-09-2024,Regular
100372,49,Kerman,22-05-2024,New
100373,37,Tehran,31-03-2024,New
100374,35,Shiraz,13-02-2023,Regular
100375,60,Tabriz,12-11-2025,Regular
100376,22,Karaj,16-06-2025,New
100377,53,Tehran,04-02-2025,Regular
100378,53,Karaj,31-08-2023,Regular
100379,36,Tehran,13-10-2025,Regular
100380,30,Qom,12-07-2023,Regular
100381,18,Tehran,22-09-2023,Regular
100382,62,Karaj,18-03-2023,Regular
100383,63,Qom,12-11-2023,New
100384,29,Tehran,26-12-2023,Regular
100385,19,Tehran,20-05-2025,Regular
100386,23,Karaj,24-12-2023,VIP
100387,21,Tehran,12-11-2025,VIP
100388,57,Tehran,28-11-2023,New
100389,60,Isfahan,28-07-2024,Regular
100390,25,Rasht,11-10-2024,Regular
100391,53,Shiraz,26-06-2025,Regular
100392,26,Mashhad,02-04-2025,Regular
100393,35,Kerman,07-08-2025,New
100394,46,Isfahan,23-10-2025,Regular
100395,52,Isfahan,09-05-2023,VIP
100396,59,Isfahan,13-04-2023,VIP
100397,20,Mashhad,06-05-2024,New
100398,27,Mashhad,14-06-2023,VIP
100399,31,Karaj,24-06-2024,New
100400,32,Tehran,07-10-2024,Regular
100401,65,Karaj,30-10-2023,New
100402,55,Tehran,18-04-2023,Regular
100403,33,Mashhad,22-11-2025,New
100404,64,Tehran,10-02-2024,New
100405,41,Shiraz,07-07-2025,New
100406,42,Karaj,14-11-2024,VIP
100407,38,Mashhad,26-12-2024,Regular
100408,24,Tehran,04-05-2025,Regular
100409,62,Tehran,18-10-2023,Regular
100410,18,Qom,27-08-2023,Regular
100411,26,Tehran,27-12-2025,New
100412,29,Karaj,01-01-2025,New
100413,31,Mashhad,16-11-2023,Regular
100414,24,Tehran,08-12-2024,VIP
100415,18,Karaj,07-03-2024,New
100416,50,Isfahan,30-07-2025,Regular
100417,64,Tehran,10-07-2024,Regular
100418,23,Kerman,10-12-2023,VIP
100419,32,Tehran,25-01-2025,New
100420,42,Mashhad,01-04-2025,VIP
100421,62,Mashhad,13-02-2024,Regular
100422,51,Isfahan,03-04-2025,Regular
100423,54,Qom,14-09-2023,Regular
100424,45,Tehran,19-09-2023,New
100425,38,Rasht,24-06-2025,Regular
100426,27,Tabriz,11-11-2024,Regular
100427,59,Kerman,08-02-2023,Regular
100428,56,Qom,09-01-2025,Regular
100429,19,Rasht,01-12-2023,Regular
100430,52,Tabriz,28-10-2023,New
100431,22,Mashhad,09-04-2024,New
100432,53,Isfahan,09-05-2024,Regular
100433,57,Tabriz,03-09-2025,Regular
100434,24,Isfahan,22-04-2024,Regular
100435,38,Karaj,21-11-2023,Regular
100436,23,Tehran,26-04-2025,Regular
100437,45,Qom,17-08-2024,Regular
100438,62,Tehran,01-01-2023,Regular
100439,21,Rasht,23-11-2024,Regular
100440,37,Tehran,02-07-2024,New
100441,64,Tehran,21-09-2024,Regular
100442,32,Qom,21-07-2023,Regular
100443,24,Qom,07-06-2024,Regular
100444,41,Karaj,09-12-2024,Regular
100445,42,Kerman,11-01-2025,New
100446,49,Tehran,15-01-2025,Regular
100447,33,Qom,28-12-2025,New
100448,63,Mashhad,02-07-2024,New
100449,43,Shiraz,15-04-2024,Regular
100450,31,Isfahan,16-08-2024,Regular
100451,64,Mashad,27-12-2023,Regular
100452,62,Shiraz,11-12-2023,Regular
100453,41,Karaj,25-01-2025,New
100454,19,Tehran,10-12-2023,Regular
100455,46,Rasht,31-03-2025,New
100456,44,Shiraz,26-03-2025,Regular
100457,25,Tehran,09-11-2025,VIP
100458,48,Tabriz,25-05-2023,Regular
100459,58,Tehran,02-02-2024,Regular
100460,23,Tehran,24-04-2025,Regular
100461,52,Karaj,14-04-2024,Regular
100462,24,Tehran,18-12-2024,Regular
100463,53,Tehran,16-03-2025,Regular
100464,38,Karaj,26-08-2025,Regular
100465,18,Tehran,05-09-2023,New
100466,64,Qom,12-10-2023,Regular
100467,25,Qom,30-05-2024,Regular
100468,46,Tehran,08-07-2024,New
100469,26,Shiraz,18-09-2025,VIP
100470,62,Tehran,12-02-2023,New
100471,53,Tabriz,26-09-2023,Regular
100472,56,Tehran,26-09-2025,VIP
100473,38,Rasht,04-11-2024,New
100474,40,Tehran,09-01-2025,VIP
100475,48,Karaj,01-10-2023,Regular
100476,55,Tehran,13-11-2024,Regular
100477,58,Tehran,09-02-2024,VIP
100478,18,Isfahan,13-03-2025,Regular
100479,49,Shiraz,10-04-2023,Regular
100480,23,Kerman,08-11-2023,Regular
100481,31,Tehran,06-12-2024,Regular
100482,57,Tehran,23-10-2024,New
100483,30,Mashhad,09-07-2025,New
100484,56,Mashhad,27-05-2025,Regular
100485,40,Ahvaz,16-01-2023,Regular
100486,29,,09-04-2023,VIP
100487,34,Ahvaz,23-01-2024,VIP
100488,43,Tehran,15-11-2025,New
100489,54,Isfahan,06-06-2024,Regular
100490,,Karaj,03-09-2025,Regular
100491,62,Mashhad,06-03-2023,New
100492,59,Tabriz,20-11-2025,Regular
100493,54,Tehran,08-03-2023,Regular
100494,46,Mashhad,04-06-2025,VIP
100495,31,Ahvaz,18-08-2025,New
100496,37,Tehran,19-11-2023,Regular
100497,23,Kerman,26-11-2023,Regular
100498,35,Mashhad,28-09-2024,Regular
100499,62,Tehran,01-03-2025,New
100500,38,Tehran,12-05-2023,New
100501,23,Tehran,17-09-2023,VIP
100502,49,Isfahan,05-04-2025,New
100503,64,Tehran,03-06-2025,New
100504,59,tehran,18-06-2023,VIP
100505,31,Ahvaz,01-09-2025,Regular
100506,39,Mashhad,07-08-2025,Regular
100507,43,Tehran,08-08-2025,New
100508,29,Mashhad,21-09-2023,Regular
100509,30,Qom,02-01-2025,Regular
100510,29,Shiraz,25-06-2023,New
100511,65,Tehran,04-08-2023,New
100512,53,Shiraz,19-03-2023,New
100513,58,Isfahan,23-06-2024,Regular
100514,57,Mashhad,17-02-2025,New
100515,64,Tehran,06-08-2023,Regular
100516,23,Kerman,23-07-2023,New
100517,60,Tehran,31-10-2023,New
100518,21,Tehran,05-08-2023,VIP
100519,40,Tehran,01-07-2025,VIP
100520,46,Shiraz,05-07-2023,Regular
100521,35,Isfahan,01-11-2023,VIP
100522,25,Tehran,01-12-2023,New
100523,27,Isfahan,10-08-2023,Regular
100524,57,Tabriz,27-10-2025,New
100525,33,Mashhad,18-08-2023,Regular
100526,32,Rasht,16-06-2024,Regular
100527,62,Mashhad,11-09-2024,Regular
100528,24,Tehran,13-10-2023,New
100529,61,Kerman,31-05-2024,Regular
100530,62,Qom,06-07-2023,VIP
100531,46,Mashhad,12-06-2024,Regular
100532,25,Ahvaz,21-01-2023,New
100533,25,Shiraz,25-04-2024,Regular
100534,31,Mashhad,04-02-2024,New
100535,45,Ahvaz,19-01-2024,Regular
100536,25,Karaj,01-05-2023,Regular
100537,39,Mashhad,29-12-2025,Regular
100538,23,Tabriz,30-01-2023,Regular
100539,43,Mashhad,09-06-2023,Regular
100540,19,Tehran,23-04-2023,New
100541,52,Kerman,06-12-2025,New
100542,20,Shiraz,15-12-2023,Regular
100543,,Shiraz,16-04-2024,Regular
100544,26,Shiraz,02-04-2025,Regular
100545,57,Shiraz,25-02-2023,New
100546,20,Mashhad,15-03-2023,Regular
100547,38,Kerman,19-07-2023,Regular
100548,46,Tabriz,13-01-2025,Regular
100549,42,Tabriz,07-12-2025,Regular
100550,50,Isfahan,10-11-2024,VIP
100551,56,Mashhad,13-08-2025,New
100552,36,Tehran,23-08-2025,Regular
100553,57,Mashhad,30-10-2023,Regular
100554,33,Tehran,21-07-2023,Regular
100555,65,Tabriz,25-06-2023,New
100556,42,Ahvaz,19-05-2025,Regular
100557,53,Mashhad,03-01-2025,New
100558,60,Mashhad,05-08-2025,Regular
100559,56,Tabriz,09-07-2024,Regular
100560,58,Tehran,05-12-2025,New
100561,43,Rasht,06-09-2025,VIP
100562,20,Mashhad,04-06-2025,Regular
100563,41,Tehran,29-05-2025,Regular
100564,26,Tehran,16-05-2023,VIP
100565,60,Rasht,26-03-2025,Regular
100566,29,Tehran,03-11-2025,New
100567,28,Tabriz,16-11-2023,Regular
100568,29,Tehran,11-06-2025,Regular
100569,48,Tehran,19-01-2024,Regular
100570,45,Ahvaz,21-08-2023,VIP
100571,63,Tehran,10-03-2025,Regular
100572,37,Tehran,30-06-2023,New
100573,31,Isfahan,10-06-2024,Regular
100574,20,Ahvaz,22-10-2025,Regular
100575,18,Mashhad,21-06-2023,Regular
100576,35,Tehran,20-06-2023,New
100577,62,Kerman,29-10-2025,New
100578,43,Tabriz,30-04-2025,Regular
100579,60,Ahvaz,20-05-2024,New
100580,22,Karaj,19-03-2024,Regular
100581,22,Karaj,21-11-2025,New
100582,58,Mashhad,03-03-2025,Regular
100583,23,Mashhad,21-09-2025,New
100584,20,Karaj,11-04-2023,New
100585,37,Karaj,03-08-2024,Regular
100586,62,Kerman,04-03-2025,New
100587,51,Shiraz,09-02-2023,New
100588,22,Mashhad,14-07-2024,Regular
100589,58,Isfahan,02-03-2023,New
100590,58,Mashad,12-09-2025,New
100591,56,Isfahan,15-01-2025,Regular
100592,61,Qom,26-07-2023,Regular
100593,29,Shiraz,24-07-2024,Regular
100594,65,Tehran,30-04-2023,VIP
100595,33,Shiraz,30-05-2025,Regular
100596,56,Tabriz,03-08-2023,Regular
100597,45,Rasht,26-10-2024,VIP
100598,55,Isfahan,28-03-2023,Regular
100599,48,Shiraz,22-06-2023,Regular
100600,48,Isfahan,09-12-2025,Regular
100601,47,Shiraz,27-02-2024,Regular
100602,55,Tehran,15-05-2023,VIP
100603,53,Rasht,05-02-2025,New
100604,24,Rasht,08-08-2023,VIP
100605,57,Shiraz,07-10-2024,Regular
100606,43,Shiraz,05-06-2025,Regular
100607,33,Tehran,18-01-2025,Regular
100608,42,Shiraz,28-09-2023,New
100609,64,Isfahan,17-09-2023,New
100610,59,Karaj,01-09-2023,VIP
100611,58,Tehran,22-11-2024,Regular
100612,40,tehran,06-01-2025,Regular
100613,55,Mashhad,24-07-2024,New
100614,36,Tabriz,12-03-2024,New
100615,50,Tabriz,09-03-2023,New
100616,48,Tehran,03-07-2025,New
100617,,Isfahan,23-12-2024,Regular
100618,30,Ahvaz,29-11-2024,VIP
100619,20,Tabriz,24-04-2023,Regular
100620,24,Tehran,12-11-2023,Regular
100621,38,Isfahan,29-11-2023,New
100622,40,Mashhad,16-10-2024,Regular
100623,25,Tabriz,12-05-2025,Regular
100624,38,Tabriz,06-08-2025,Regular
100625,47,Tehran,25-07-2024,Regular
100626,29,Tabriz,04-02-2024,New
100627,34,Karaj,22-03-2024,New
100628,35,Karaj,17-03-2025,VIP
100629,42,Tehran,15-12-2023,Regular
100630,35,Mashhad,31-03-2024,VIP
100631,53,Isfahan,10-05-2025,New
100632,33,Tehran,17-08-2024,Regular
100633,38,Isfahan,27-05-2024,New
100634,36,Tehran,14-03-2025,VIP
100635,26,Tehran,13-11-2023,New
100636,50,Tabriz,08-03-2023,Regular
100637,29,Tehran,13-05-2025,New
100638,32,Karaj,13-05-2024,New
100639,56,Tehran,23-12-2023,New
100640,63,Shiraz,15-04-2023,Regular
100641,50,Mashhad,11-10-2025,Regular
100642,61,Qom,04-03-2025,VIP
100643,59,Qom,28-10-2023,Regular
100644,41,Mashhad,27-10-2024,Regular
100645,54,Tabriz,23-05-2024,Regular
100646,33,Tehran,24-12-2023,New
100647,40,Shiraz,08-12-2023,Regular
100648,43,Tehran,25-03-2023,Regular
100649,64,Isfahan,03-12-2025,Regular
100650,58,Tehran,10-10-2025,New
100651,41,Ahvaz,11-08-2025,New
100652,49,Isfahan,11-12-2023,Regular
100653,27,Shiraz,27-12-2025,VIP
100654,56,Mashhad,29-10-2023,Regular
100655,44,Mashhad,21-06-2025,Regular
100656,43,Tehran,21-04-2023,Regular
100657,54,Rasht,06-12-2023,Regular
100658,48,Qom,24-09-2024,New
100659,21,Tehran,25-11-2025,New
100660,31,Karaj,18-10-2023,Regular
100661,26,Isfahan,18-04-2024,New
100662,53,Tehran,11-07-2025,New
100663,19,Shiraz,01-06-2024,Regular
100664,27,Tehran,17-01-2025,New
100665,46,Tehran,03-04-2024,VIP
100666,51,Karaj,05-01-2023,Regular
100667,42,Tehran,06-11-2023,VIP
100668,59,Rasht,11-09-2024,VIP
100669,62,Tabriz,22-01-2023,New
100670,24,Ahvaz,11-09-2023,Regular
100671,63,Tabriz,09-11-2025,Regular
100672,47,Ahvaz,17-01-2023,New
